,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.2066,0.0434,0.875,"x, 1/4-x, 7/8",16 g,2,2
1,V2,3,0.0856,0.1644,0.875,"x, 1/4-x, 7/8",16 g,2,2
