,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,7,12,18,30,46,54,80,106,115,473,3.3.4.12(2).20(4).20(4)
1,V2,4,8,10,20,28,46,60,72,106,120,475,3.3.12.12.12.12
