,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.5989,0.0,0.0,"x, 0, 0",8 2,2,2
1,V2,3,0.7202,0.1679,0.1004,"x, y, z",16 g,1,1
