,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,7,18,44,83,123,181,271,334,429,553,2044
1,V2,7,20,42,74,133,186,249,342,444,534,2032
