,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,7,14,35,47,84,103,154,189,278,302,1214
1,V2,4,16,24,52,60,111,132,205,232,313,1150
2,V3,3,8,16,33,56,87,124,173,218,271,990
3,V4,3,15,18,45,57,117,131,208,213,320,1128
