,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.2392,0.0991,0.5,"x, y, 1/2",16 k,m
1,E2,0.3201,0.1799,0.0,"x, 1/2-x, 0",8 h,mm2
2,E3,0.1691,0.1691,0.25,"x, x, 1/4",16 i,2
3,E4,0.2392,0.0,0.25,"x, 0, 1/4",16 j,2
