,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,6,26,45,113,144,293,315,553,537,911,2944
1,V2,8,20,60,86,192,224,420,418,716,698,2843
