,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,12,14,30,134,96,134,384,278,294,782,2159
1,V2,3,19,34,49,155,170,179,393,420,373,1796
