,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,8,20,44,74,116,164,224,290,368,452,1761
1,V2,4,18,40,74,113,164,221,290,365,452,1742
