,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,5,0.1667,0.3333,0.25,"x, y, 1/4",6 h,m,2
1,V2,3,0.2668,0.0334,0.25,"x, y, 1/4",6 h,m,2
2,V3,3,0.6667,0.3333,0.25,"2/3, 1/3, 1/4",2 d,-6,6
3,V4,3,0.4666,0.2334,0.25,"x, y, 1/4",6 h,m,2
