,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.0,0.0886,0.338,"0, y, z",24 k,m,2
1,V2,3,0.1614,0.1614,0.3382,"x, y, z",48 l,1,1
