,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,8,30,68,130,210,306,414,546,690,854,3257
1,V2,8,28,70,128,210,304,418,544,690,856,3257
