,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,6,8,36,44,120,68,210,170,378,188,1229,4.4.4.4.4.4.8.8.8.8.8.8.8(5).8(5).8(5)
1,V2,6,12,48,32,108,98,234,122,354,266,1281,8(2).8(2).8(2).8(2).8(2).8(2).8(2).8(2).8(2).8(5).8(5).8(5).8(5).8(5).8(5)
2,V3,3,13,20,70,58,159,109,286,185,447,1351,4(2).8(11).8(11)
