,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.3333,0.6667,0.0856,"1/2, 2/3, z",4 f,3m,6
1,V2,4,0.1535,0.307,0.0856,"x, 2x, z",12 k,m,2
