,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,6,18,43,87,138,201,283,369,464,576,2186,3.3.3.4.4.4.4.5.5.5.9(5).9(6).9(29).9(34).9(57)
