,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0125,0.1057,0.0591,"x, y, z",48 i,1
1,E2,0.1375,0.125,0.8875,"x, 1/8, 3/4+x",24 g,2
2,E3,0.0,0.25,0.9659,"0, 1/4, z",24 f,2
3,E4,0.125,0.2182,0.0318,"1/8, y, 1/4-y",24 h,2
