,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,3,19,18,78,51,196,99,334,162,534,1495
1,V2,8,8,48,34,136,74,264,130,432,202,1337
