,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.0317,0.3772,0.0343,"x, y, z",16 f,1,1
1,V2,3,0.3058,0.0311,0.3883,"x, y, z",16 f,1,1
