,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,4,20,24,74,74,206,154,374,264,634,1829
1,V2,8,14,48,50,148,124,308,216,528,332,1777
