,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,3,15,26,53,89,130,161,229,292,337,1336
1,V2,8,12,34,64,88,118,192,224,266,380,1387
