,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.0,0.25,0.5,"0, 1/4, 1/2",6 f,222,4
1,V2,3,0.25,0.25,0.25,"1/4, 1/4, 1/4",4 b,32,6
