,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,4,13,21,42,57,93,108,162,180,253,934
1,V2,4,10,24,36,64,80,124,144,204,216,907
2,V3,8,12,24,36,72,84,120,138,216,228,939
