,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,9,12,66,42,183,92,360,162,597,252,1776
1,V2,3,22,22,108,61,252,120,456,199,720,1964
