,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,18,26,186,122,594,298,1242,554,2130,890,6061
1,V2,6,62,62,350,198,878,414,1646,710,2654,6981
