,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,4,41,28,188,76,428,148,764,244,1196,3118
1,V2,16,14,112,50,304,110,592,194,976,302,2671
