,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.0814,0.125,"0, y, z",16 h,m
1,E2,0.088,0.0,0.0,"x, 0, 0",16 f,2
2,E3,0.1283,0.1217,0.375,"x, 1/4-x, 3/8",16 g,2
3,E4,0.1283,0.1217,0.875,"x, 1/4-x, 7/8",16 g,2
