,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,18,74,170,306,482,698,954,1250,1586,1962,7501
1,V2,6,50,138,266,434,642,890,1178,1506,1874,6985
