,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,3,12,21,61,61,136,116,241,198,386,1236
1,V2,4,6,32,44,100,74,180,176,320,210,1147
2,V3,8,16,40,30,88,108,208,134,304,280,1217
