,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,6,0.0,0.0,0.0,"0, 0, 0",4 a,m-3m,48
1,V2,3,0.0916,0.0916,0.4084,"x, x, 1/2-x",32 f,3m,6
2,V3,5,0.0,0.0,0.2247,"0, 0, z",24 e,4mm,8
