,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,7,14,30,46,78,114,151,196,251,310,1198
1,V2,5,16,26,48,72,116,149,196,249,312,1190
