,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.1373,0.177,0.1158,"x, y, z",192 j,1
1,E2,0.1986,0.1555,0.0,"x, y, 0",96 i,m
2,E3,0.177,0.2285,0.0761,"x, y, z",192 j,1
3,E4,0.25,0.1158,0.1158,"1/4, y, y",96 h,2
