,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.9483,0.3599,0.2867,"x, y, z",96 l,1
1,E2,0.0518,0.25,0.4482,"x, 1/4, 1/2-x",48 i,2
