,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,7,13,19,28,42,56,68,86,120,148,588
1,V2,5,13,19,26,42,56,68,86,116,146,578
2,V3,3,8,17,27,36,50,70,88,104,136,540
3,V4,3,6,15,27,36,50,70,88,104,132,532
