,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.2144,0.2856,0.7144,"x, 1/2-x, 1/2+x",16 e,3m,6
1,V2,4,0.1564,0.3436,0.6564,"x, 1/2-x, 1/2+x",16 e,3m,6
2,V3,4,0.1327,0.3673,0.5616,"x, 1/2-x, z",48 h,m,2
3,V4,3,0.0208,0.092,0.092,"x, y, y",48 h,m,2
