,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,8,18,28,44,72,92,114,158,182,721,4(2).4(2).6.6.12(32).2(32)
1,V2,4,10,17,31,49,68,94,121,146,190,731,4.6.4.6.4.6
