,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,6,0.3691,0.4075,0.0651,"x, y, z",12 i,1,1
1,V2,6,0.1681,0.3186,0.25,"x, y, 1/4",6 h,m,2
2,V3,3,0.3333,0.6667,0.0731,"1/3, 2/3, z",4 f,3,3
3,V4,3,0.281,0.104,0.1233,"x, y, z",12 i,1,1
4,V5,3,0.1639,0.5836,0.25,"x, y, 1/4",6 h,m,2
5,V6,3,0.0,0.0,0.25,"0, 0, 1/4",2 a,-6,6
