,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,11,19,29,47,68,94,123,155,193,744,4.5.5.8.5.12
1,V2,4,8,14,26,44,62,93,122,145,182,701,3.8.4.5.4.5
