,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.1018,0.3942,0.1565,"x, y, z",24 l,1,1
1,V2,3,0.0,0.2313,0.1015,"0, y, z",12 k,m,2
2,V3,5,0.0,0.1018,0.0381,"0, y, z",12 k,m,2
3,V4,4,0.2414,0.5572,0.2033,"x, y, z",24 l,1,1
