,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.1003,0.1003,0.3997,"x, x, x",32 e,3,3
1,V2,3,0.0625,0.2498,0.5,"x, y, z",96 h,1,1
2,V3,3,0.0437,0.2936,0.1346,"x, y, z",96 h,1,1
