,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,24,12,48,36,240,84,288,138,720,228,1819
1,V2,8,10,68,36,172,80,372,144,584,216,1691
2,V3,3,31,19,97,53,272,105,431,176,761,1949
