,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,8,0.0,0.25,0.375,"0, 1/4, 3/8",8 a,-4,4
1,V2,8,0.1314,0.3814,0.125,"x, 1/4+x, 1/8",16 f,2,2
