,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,8,28,68,110,188,244,364,438,596,684,2729
1,V2,8,30,64,118,172,266,336,470,556,734,2755
