,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,12,44,96,170,264,380,516,674,852,1052,4061
1,V2,12,42,96,170,264,378,516,674,852,1050,4055
