,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,5,19,44,69,105,164,217,269,356,443,1692
1,V2,12,24,32,78,132,140,204,318,344,408,1693
