,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,12,12,84,32,204,90,444,128,684,240,1931
1,V2,12,9,72,41,228,72,408,155,720,201,1919
2,V3,3,28,19,126,55,302,105,538,177,854,2208
