,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,8,0.0,0.0,0.0,"0, 0, 0",1 a,4/mmm,16
1,V2,7,0.0,0.5,0.2929,"0, 1/2, z",4 i,mm2,4
