,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,5,9,21,28,44,52,68,76,76,105,485,3.3.3.3.4.4.16(4).16(4).16(4).16(4)
1,V2,5,8,13,25,32,48,60,76,109,121,498,3.3.3.3.16(4).16(4).16(4).16(4).18(2).18(2)
2,V3,4,6,11,15,29,37,59,84,112,138,496,3.8.3.8.4.16(4)
3,V4,3,5,10,15,20,38,61,84,109,137,483,3.8.8
