,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,12,50,120,230,374,510,716,986,1230,1538,5767
1,V2,12,50,110,212,348,506,710,938,1212,1504,5603
2,V3,16,52,125,232,358,533,742,979,1235,1552,5825
