,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,4,34,27,140,77,334,158,622,272,1008,2677
1,V2,12,12,72,50,240,120,492,218,804,344,2365
2,V3,12,14,84,50,228,114,468,214,820,350,2355
