,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,5,0.2688,0.0292,0.0697,"x, y, z",4 e,1,1
1,V2,4,0.3335,0.212,0.309,"x, y, z",4 e,1,1
2,V3,4,0.6289,0.6536,0.0516,"x, y, z",4 e,1,1
