,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.3124,0.1864,0.3124,"x, y, x",24 m,m
1,E2,0.5727,0.1027,0.4273,"x, y, 1-x",24 m,m
2,E3,0.3546,0.0,0.3546,"x, 0, x",12 l,mm2
