,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,3,18,53,108,179,274,381,510,655,824,3006
1,V2,9,32,75,136,217,314,431,566,721,892,3394
