,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,6,12,16,28,40,72,76,100,120,475,3.14.3.14.3.14(2)
1,V2,4,6,11,14,30,38,71,68,101,112,456,3.6.3.14.3.14(2)
