,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.5,0.0,0.0,"1/2, 0, 0",9 e,2/m
1,E2,0.3732,0.0899,0.0424,"x, y, z",36 i,1
2,E3,0.1667,0.8333,0.8333,"1/6, 5/6, 5/6",9 d,2/m
