,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,8,20,56,86,152,200,296,362,488,572,2241
1,V2,5,17,38,83,119,206,263,374,449,590,2145
2,V3,4,12,32,58,108,150,252,314,436,518,1885
