,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,6,0.3492,0.3543,0.0625,"x, y, z",16 h,1,1
1,V2,8,0.5,0.5728,0.25,"1/2, y, 1/4",4 c,mm2,4
