,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,7,22,51,92,143,206,279,364,461,568,2194
1,V2,7,24,51,92,143,206,279,364,461,568,2196
