,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0587,0.2161,0.3561,"x, y, z",36 i,1
1,E2,0.0586,0.2312,0.1061,"x, y, z",36 i,1
2,E3,0.0987,0.284,0.2728,"x, y, z",36 i,1
3,E4,0.2125,0.2125,0.75,"x, y, z",36 i,1
4,E5,0.2654,0.2253,0.5833,"x, y, z",36 i,1
5,E6,0.2805,0.2405,0.8333,"x, y, z",36 i,1
