,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.1481,0.1912,"0, y, z",96 j,m
1,E2,0.0305,0.1697,0.1696,"x, y, y",96 k,m
2,E3,0.0553,0.1356,0.2036,"x, y, z",192 l,1
3,E4,0.1017,0.1017,0.2161,"x, x, z",96 k,m
4,E5,0.1015,0.1231,0.2377,"x, y, z",192 l,1
5,E6,0.1354,0.1354,0.2843,"x, y, z",96 k,m
6,E7,0.1692,0.1477,0.3308,"x, y, 1/2-x",96 k,m
