,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,8,17,48,89,130,217,300,377,466,617,2270
1,V2,6,18,38,102,126,206,312,390,452,606,2257
