,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0437,0.9563,0.4045,"x, 1-x, z",48 k,m
1,E2,0.0746,0.0309,0.3525,"x, y, z",96 l,1
2,E3,0.1469,0.0,0.4214,"x, 0, z",48 j,m
3,E4,0.0618,0.0,0.3005,"x, 0, z",48 j,m
4,E5,0.0875,0.0875,0.2505,"x, x, z",48 k,m
5,E6,0.0,0.2063,0.5,"0, y, 1/2",24 g,mm2
6,E7,0.0309,0.25,0.4691,"x, 1/4, 1/2-x",48 i,2
7,E8,0.1131,0.1568,0.1568,"x, y, y",48 k,m
