,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.0713,0.1877,0.4346,"x, y, z",48 i,1,1
1,V2,3,0.1298,0.25,0.3702,"x, 1/4 , 1/2-x",24 j,2,2
2,V3,3,0.2064,0.25,0.2936,"x, 1/4, 1/2-x",24 j,2,2
3,V4,3,0.0627,0.4464,0.0713,"x, y, z",48 l,1,1
