,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,6,10,16,26,37,46,66,90,116,418,3.12.3.12.3.12
1,V2,4,5,11,15,26,38,44,72,82,111,409,3.8.3.12.3.12
2,V3,3,6,10,16,24,36,54,68,78,93,389,4.8.12(2)
