,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,4,20,32,98,100,246,216,482,368,778,2345
1,V2,4,24,28,86,100,252,208,470,368,788,2329
2,V3,7,15,55,65,175,162,376,296,644,470,2266
